Optiunea folosita, Timestampul utilizarii

Preluare de date din CSV realizata la data de: 25/05/2021 19:00:48
Inserare in BD realizata la data de: 25/05/2021 19:01:38
Stergere in BD realizata la data de: 25/05/2021 19:02:23
